"","X","PLOT","P.NP","No.Plants.est","No.Stems","Senescence","Treatment","Sowing","Location","M.Height","M.Thickness","M.Leaves","Year","BioM.Index","BioM.Index_NA","Harvist","Harvist_NA","DW","DW_NA","MC","Germ.First.20","Germ.First.32","Germ.First.50","Germ.15.43","Temp1","Temp5","Temp15","Temp40","Wat1","Wat5","Wat15","Wat40"
"306","V91",45,"NP",12,276,NA,"none",2,"Aber",61.81578947,8.052631579,9.526315789,"2014 Dat",17061.15789,17061.15789,1888,1888,913,913,0.516419492,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
"307","V92",46,"P",2,6,NA,"Film",7,"Aber",3.5,3.5,2.5,"2014 Dat",21,21,0,NA,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"308","V93",46,"NP",1,3,NA,"Film",7,"Aber",7.5,5,4,"2014 Dat",22.5,22.5,0,0,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"309","V94",47,"P",0,0,NA,"none",3,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"310","V95",47,"NP",6,101,NA,"none",3,"Aber",23.9,8.1,5.7,"2014 Dat",2413.9,2413.9,566,566,281.5,281.5,0.502650177,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"311","V96",48,"P",0,0,NA,"Film",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"312","V97",48,"NP",0,0,NA,"Film",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"313","V98",49,"P",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","V99",49,"NP",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","V100",50,"P",0,0,NA,"Film",3,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"316","V101",50,"NP",15,314,NA,"Film",3,"Aber",51.32352941,6.764705882,6.588235294,"2014 Dat",16115.58824,16115.58824,2307,2307,1121.5,1121.5,0.513870828,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"317","V102",51,"P",0,0,NA,"none",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"318","V103",51,"NP",1,2,NA,"none",7,"Aber",4,4,3,"2014 Dat",8,8,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"319","V104",52,"P",8,151,NA,"Film",4,"Aber",44.1,8.9,7,"2014 Dat",6659.1,6659.1,1070,1070,498,498,0.534579439,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"320","V105",52,"NP",10,176,NA,"Film",4,"Aber",37.8,7.866666667,6.933333333,"2014 Dat",6652.8,6652.8,1358,1358,637,637,0.530927835,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"321","V106",53,"P",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","V107",53,"NP",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","V108",54,"P",0,0,NA,"none",5,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"324","V109",54,"NP",2,17,NA,"none",5,"Aber",29,10.5,5.5,"2014 Dat",493,493,110,110,51.5,51.5,0.531818182,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"325","V2.1",55,"P",0,0,NA,"Film",5,"Blank",24,8.3,7,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"326","V3.1",55,"NP",0,57,2,"Film",5,"Blank",18.25,5.35,7.25,"2014 Dat",1040.25,1040.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"327","V4.1",56,"P",0,0,NA,"none",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","V5.1",56,"NP",0,0,NA,"none",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","V6.1",57,"P",0,121,3,"Film",3,"Blank",99.88888889,6.115,11.22222222,"2014 Dat",12086.55556,12086.55556,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"330","V7.1",57,"NP",0,163,2,"Film",3,"Blank",112.75,6.56625,12.625,"2014 Dat",18378.25,18378.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"331","V8.1",58,"P",0,28,5,"none",3,"Blank",63.33333333,7.083333333,9.333333333,"2014 Dat",1773.333333,1773.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"332","V9.1",58,"NP",0,47,3,"none",3,"Blank",62.5,8.4,8.5,"2014 Dat",2937.5,2937.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"333","V10.1",59,"P",0,112,4,"none",1,"Blank",90.16666667,8.083333333,10.66666667,"2014 Dat",10098.66667,10098.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"334","V11.1",59,"NP",0,56,5,"none",1,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"335","V12.1",60,"P",0,0,NA,"Film",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","V13.1",60,"NP",0,0,NA,"Film",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","V14.1",61,"P",0,0,NA,"Film",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"338","V15.1",61,"NP",0,54,4,"Film",5,"Blank",20.16666667,4.433333333,6.166666667,"2014 Dat",1089,1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"339","V16.1",62,"P",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"340","V17.1",62,"NP",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"341","V18.1",63,"P",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","V19.1",63,"NP",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","V20.1",64,"P",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"344","V21.1",64,"NP",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"345","V22.1",65,"P",0,0,NA,"Film",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"346","V23.1",65,"NP",0,0,NA,"Film",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225791666666667,0.193162790697674,0.193162790697674,0.193162790697674
"347","V24.1",66,"P",0,0,NA,"none",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"348","V25.1",66,"NP",0,0,NA,"none",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"349","V26.1",67,"P",0,0,NA,"Film",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"350","V27.1",67,"NP",0,13,3,"Film",4,"Blank",34,10,7,"2014 Dat",442,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"351","V28.1",68,"P",0,64,3,"Film",2,"Blank",107.875,7.625,12,"2014 Dat",6904,6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"352","V29.1",68,"NP",0,185,3,"Film",2,"Blank",93.27272727,7.272727273,12,"2014 Dat",17255.45455,17255.45455,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"353","V30.1",69,"P",0,0,NA,"none",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","V31.1",69,"NP",0,0,NA,"none",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","V32.1",70,"P",0,0,NA,"none",2,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"356","V33.1",70,"NP",0,35,4,"none",2,"Blank",42.66666667,8.333333333,8.666666667,"2014 Dat",1493.333333,1493.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"357","V34.1",71,"P",0,33,4,"Film",1,"Blank",61,8.333333333,10.33333333,"2014 Dat",2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"358","V35.1",71,"NP",0,95,4,"Film",1,"Blank",102.2,9.6,12.6,"2014 Dat",9709,9709,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"359","V36.1",72,"P",0,78,6,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","V37.1",72,"NP",0,72,5,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","V38.1",73,"P",0,0,NA,"Film",2,"Blank",71.57142857,7.714285714,8.428571429,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"362","V39.1",73,"NP",0,0,NA,"Film",2,"Blank",70.66666667,9,9.166666667,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"363","V40.1",74,"P",0,0,NA,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","V41.1",74,"NP",0,0,NA,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","V42.1",75,"P",0,120,3,"Film",1,"Blank",113,8.666666667,10,"2014 Dat",13560,13560,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"366","V43.1",75,"NP",0,210,2,"Film",1,"Blank",97.15384615,8.384615385,11.81818182,"2014 Dat",20402.30769,20402.30769,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"367","V44.1",76,"P",0,0,NA,"Film",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","V45.1",76,"NP",0,0,NA,"Film",8,"Blank",NA,NA,12,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","V46.1",77,"P",0,184,4,"none",1,"Blank",105.4,6.7,10.6,"2014 Dat",19393.6,19393.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"370","V47.1",77,"NP",0,265,3,"none",1,"Blank",109.4666667,6.866666667,11.33333333,"2014 Dat",29008.66667,29008.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"371","V48.1",78,"P",0,0,NA,"none",6,"Blank",70.33333333,7.666666667,8.666666667,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","V49.1",78,"NP",0,0,NA,"none",6,"Blank",73.11111111,9.333333333,8.666666667,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","V50.1",79,"P",0,90,6,"Film",2,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"374","V51.1",79,"NP",0,185,3,"Film",2,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.759375,23.966906779661,22.9473324022346,20.4526043841336,0.2239375,0.247408333333333,0.207306944444444,0.189411979166667
"375","V52.1",80,"P",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","V53.1",80,"NP",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","V54.1",81,"P",0,0,NA,"none",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"378","V55.1",81,"NP",0,0,NA,"none",5,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"379","V56.1",82,"P",0,0,NA,"Film",3,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"380","V57.1",82,"NP",0,290,4,"Film",3,"Blank",85.875,7.625,8.875,"2014 Dat",24903.75,24903.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"381","V58.1",83,"P",0,138,4,"Film",3,"Blank",77.625,6.777777778,7.222222222,"2014 Dat",10712.25,10712.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"382","V59.1",83,"NP",0,165,3,"Film",3,"Blank",54.8,7.7,8.5,"2014 Dat",9042,9042,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53375,19.2090416666667,18.4020833333333,21.0304824561404,0.182270833333333,0.14775,0.189048611111111,0.136306806282723
"383","V60.1",84,"P",0,7,5,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","V61.1",84,"NP",0,0,NA,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","V62.1",85,"P",0,0,NA,"Film",1,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"386","V63.1",85,"NP",0,0,NA,"Film",1,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.978125,18.4705,17.6567930555556,19.9556790187891,0.061,0.0634125,0.140322222222222,0.188114583333333
"387","V64.1",86,"P",0,0,NA,"none",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","V65.1",86,"NP",0,0,NA,"none",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","V66.1",87,"P",0,0,NA,"Film",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","V67.1",87,"NP",0,0,NA,"Film",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","V68.1",88,"P",0,10,5,"Film",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","V69.1",88,"NP",0,0,NA,"Film",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","V70.1",89,"P",0,0,NA,"Film",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"394","V71.1",89,"NP",0,0,NA,"Film",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"395","V72.1",90,"P",0,5,4,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","V73.1",90,"NP",0,0,NA,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","V74.1",91,"P",0,0,NA,"Film",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","V75.1",91,"NP",0,0,NA,"Film",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","V76.1",92,"P",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"400","V77.1",92,"NP",0,0,NA,"none",4,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9558333333333,19.7929583333333,20.5855694444444,20.7355654761905,0.129166666666667,0.0950458333333333,0.0645347222222222,0.0709744058500914
"401","V78.1",93,"P",0,0,NA,"Film",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","V79.1",93,"NP",0,0,NA,"Film",6,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","V80.1",94,"P",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","V81.1",94,"NP",0,0,NA,"none",7,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","V82.1",95,"P",0,0,NA,"none",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","V83.1",95,"NP",0,6,5,"none",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","V84.1",96,"P",0,0,NA,"none",3,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"408","V85.1",96,"NP",0,0,NA,"none",3,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"409","V86.1",97,"P",0,0,NA,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","V87.1",97,"NP",0,0,NA,"Film",9,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","V88.1",98,"P",0,0,NA,"none",2,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"412","V89.1",98,"NP",0,0,NA,"none",2,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"413","V90.1",99,"P",0,0,NA,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","V91.1",99,"NP",0,0,NA,"none",8,"Blank",NA,NA,NA,"2014 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
